5167,"Kirby, John, 1772-1846."
5168,"Seymour, Benjamin."
5169,Fairfield Family.
5170,"McGuin, Daniel."
5171,Herchmer Family.
5172,"Smith, Benjamin, 1773-1852."
5173,"Smith, David William, 1764-1837."
5174,"Treadwell, Charles Platt, 1802-1873."
5175,New Brunswick. Court of General Quarter Sessions of the Peace (St. John County).
5177,Stuart Family.
5179,Public Archives of Prince Edward Island.
5180,"Chappell, Benjamin, 1740-1825."
5181,"Walker, Thomas, 1763-1811."
5182,"Servos, Daniel, c.1748-1803."
5183,Gilkison Family.
5184,"Savage, John, 1740-1826."
5186,"MacDonald, Janet, 1795-1887."
5187,MacDonald Family.
5188,"DeWolf, Edward, 1752-1796."
5189,"Struvee, Lewis J. (fl.1790)."
5190,"Robie, Simon Bradstreet, 1770-1858."
5191,"Parrish, Lydia, 1872-1953."
5193,"Clarkson, John, 1764-1828."
5194,"Wolhaupter, Mary, 1838-?."
5195,"Campbell, Archibald, Sir, 1769-1843."
5196,Great Britain. Army.
5197,Great Britain. Colonial Office.
5198,"Nase, Henry, 1753-1836."
5200,"Auckland, William Eden, 1st Baron, 1744-1814."
5201,New York Historical Society.
5202,Great Britain. High Court of Admiralty.
5203,"National Maritime Museum (Greenwich, England)."
5205,Great Britain. Public Records.
5206,"Munsell, Joel, 1808-1880."
5207,"David Library of the American Revolution (Washington Crossing, Pennsylvania)."
5208,"Hewitt, William, 1719-1781."
5209,"Penn, Thomas, 1702-1775."
5210,"Senhouse, Joseph, Sir, fl.1770-1790, and Senhouse, William, 1741-1800."
5211,Connecticut Historical Society.
5212,Lennox and Addington Historical Society.
5213,Maine Historical Society.
5214,United States. Department of State.
5216,"Livingston, William, 1723-1790."
5217,"Newcastle, Thomas Pelham-Holles, 1st Duke of, 1693-1768."
5218,"Warren, Mercy, 1728-1814."
5219,"Laurens, Henry, 1724-1792."
5220,"Williams, C.S."
5222,"Londonderry, Robert Stewart, 2nd Marquis of, 1769-1822."
5223,"Alline, Henry, 1748-1784."
5224,"Owen, William, Captain, 1736-1778."
5225,"Murray, John, Commander."
5226,"Hunt, Richard, Master."
5227,Great Britain. Customs House (London).
5228,"Hulton, Henry, 1732-1791."
5229,"Marks, Nehemiah, Jr., 1794-1853."
5230,"Marks, Nehemiah, Sr., 1746-1799."
5231,York-Sunbury Historical Society.
5232,New Brunswick. Military Records.
5233,New Brunswick. Militia.
5234,"Paine, William, Dr., 1750-1833."
5235,New Brunswick. Provincial Secretary.
5236,Great Britain. Army. Provincial Corps.
5237,New Brunswick. Executive Council.
5238,"Johnson, John, Sir, 1742-1730."
5239,"Great Britain. Army (Annapolis Royal, Nova Scotia)."
5241,Great Britain. Privy Council.
5242,"Hatheway, Charles Reid, 1789-1869."
5243,Clarke and Gamble Families.
5244,"Pringle, James, 1784-1860."
5245,Great Britain. Army. Provincial Corps. King's Royal Regiment of New York.
5246,Moore Family.
5247,"Hazen, William, 1738-1814, and White, James, 1738-1814."
5248,"Murray, John, 1720-1794."
5249,"Williams, Israel, 1709-1788."
5251,"Vassall, William, 1715-1800."
5252,Wykeham-Martin Family.
5253,"MacNutt, William Stewart, 1908-1976."
5254,"Bedell, William J., c.1789-1866."
5255,Parker Family.
5256,"Price, Ezekiel, 1728-1802."
5257,"Martin, George."
5259,"Jack, David Russell, 1865-1913."
5260,"Smith, Vernona I. C., Comp."
5261,Mascarene Family.
5262,"Miles, Thomas Odber, 1789-1858."
5263,New Brunswick. Indian Affairs.
5264,"Morristown National Historic Park (Morristown, New Jersey) : Lidgerwood Collection."
5265,"Danford, John."
5266,"Pattison, James, General, 1724-1805."
5267,"Prevost, Augustine, Major, 1744-1821."
5268,Great Britain. Admiralty. Hydrographic Office.
5269,Maine. Commissioners on the Northeastern Boundary.
5271,Massachusetts Archives.
5272,Upper Canada. Surrogate Court.
5274,Massachusetts Historical Society.
5275,"Parishes of Woodstock, Northampton, Prince William, Queens Borough (Anglican)."
5276,"Parishes of Douglas and Bright (Fredericton, New Brunswick : Anglican)."
5277,"Parish of St. Mary's (Fredericton, New Brunswick : Anglican)."
5278,"Trinity Church (Saint John, New Brunswick : Anglican)."
5279,"St. Pierre (Caraquet, New Brunswick : Roman Catholic)."
5280,Christ Church (St. Stephen : Anglican).
5281,"Trinity Church (St. Stephen, New Brunswick : Anglican)."
5282,"Christ Church (Pennfield, New Brunswick : Anglican)."
5284,"Shuttleworth, John Ashton, Captain."
5285,Upper Canada. Civil Secretary.
5286,Upper Canada and Canada. Executive Council.
5290,Quebec. Executive Council.
5292,Upper Canada. Land Board.
5293,Upper Canada. Court of General Sessions of the Peace (Western District).
5294,Upper Canada. Municipal Records (Western District).
5296,Upper Canada. Court Records (Middlesex County).
5297,Upper Canada. Court Records (London District).
5299,Upper Canada. Court of General Quarter Sessions of the Peace (London District).
5300,Upper Canada. Surrogate Court (Wentworth County).
5302,Upper Canada. Surrogate Court (London District).
5304,Upper Canada. Census Records.
5306,Upper Canada. House of Assembly.
5308,Upper Canada. Provincial and Civil Secretary.
5310,Quebec and Lower Canada. Provincial and Civil Secretary.
5311,"Upper Canada. Court of General Sessions of the Peace (Luneburgh, Eastern District and United Counties)."
5313,Province of Lower Canada. Executive Council.
5314,Upper Canada. Registrar General.
5315,"Upper Canada. Court of General Quarter Sessions of the Peace (Luneburgh, Eastern District)."
5316,"Upper Canada. Court of General Quarter Sessions of the Peace (Mecklenburg, Midland District)."
5317,Upper Canada. Court of General Quarter Sessions of the Peace (Johnstown District).
5318,Upper Canada. Court of General Quarter Sessions of the Peace (Newcastle District).
5319,Upper Canada. Court of General Quarter Sessions of the Peace (Midland District).
5320,Upper Canada. Court of General Quarter Sessions of the Peace (Home District and York County).
5323,Upper Canada. Heir and Devisee Commission.
5325,Upper Canada. Lieutenant Governor.
5327,Lower Canada. Governor.
5328,Upper Canada. Local Records (London District).
5329,Upper Canada. Local Records (Johnstown District).
5333,Upper Canada. Land Records.
5334,Upper Canada. Surveyor General.
5335,Upper Canada. Inferior Court of Common Pleas (Nassau District).
5337,Prince Edward Island. Lieutenant Governor.
5340,New Brunswick. House of Assembly.
5341,New Brunswick. Legislative Council.
5346,"Coats, Edward."
5347,Prince Edward Island. House of Assembly.
5348,Nova Scotia. House of Assembly.
5350,Prince Edward Island. Executive Council.
5351,New Brunswick. Surveyor General.
5352,Upper Canada. Executive Council.
5355,Prince Edward Island. Probate Court.
5356,Prince Edward Island. Land Commissioners' Court.
5357,Prince Edward Island. Lieutenant Governor's Secretary.
5358,Prince Edward Island. Collector of Customs.
5359,Prince Edward Island. Land Records.
5361,Prince Edward Island. Supreme Court.
5362,Prince Edward Island. Land Registry.
5363,Nova Scotia. Court of General Quarter Sessions of the Peace (Halifax County).
5364,Nova Scotia. Court of General Quarter Sessions of the Peace (Shelburne County).
5365,Great Britain. General Post Office. North American Service.
5366,Nova Scotia. Court of General Quarter Sessions of the Peace (Annapolis County).
5368,Nova Scotia. Court of General Quarter Sessions of the Peace (Cumberland County).
5369,Nova Scotia. Court of General Quarter Sessions of the Peace (Kings County).
5370,Nova Scotia. Court of General Quarter Sessions of the Peace (Sydney County).
5371,Nova Scotia. Court of General Quarter Sessions of the Peace (Hants County).
5372,Nova Scotia. Census Records.
5373,Nova Scotia. Executive Council.
5374,Nova Scotia. Township Records (Shelburne County).
5376,Nova Scotia. Surveyor General.
5377,Nova Scotia. Registrar-General.
5378,Nova Scotia. Inferior Court of Common Pleas. (Shelburne County).
5380,"Ellegood, Jacob, Sr., [1742-1801]."
5382,Great Britain. War Office.
5388,Nova Scotia. Registry of Deeds (Shelburne District)
5389,Nova Scotia. Registry of Deeds (Guysborough District)
5390,Nova Scotia. Registry of Deeds (Annapolis County)
5391,"Liverpool, Charles Jenkinson, 1st Earl of, 1727-1808, and Liverpool, Robert Banks Jenkinson, 2nd Earl of, 1770-1828."
5392,"Hamond, Andrew Snape, Sir, 1738-1828."
5393,America. Pennsylvania. General Assembly. House of Representatives.
5397,"Jeffries, John, Dr."
5404,Great Britain. Parliament. House of Lords.
5405,"Clark, John, Colonel, 1783-1862 ."
5406,Library and Archives Canada.
5407,"Christ Church (Guysborough, Nova Scotia: Anglican)."
5408,"Christ Church (Shelburne, Nova Scotia: Anglican)."
5410,"Parish of St. George's (Sydney, Nova Scotia: Anglican)."
5411,"St. George's Church (Falmouth, Nova Scotia: Anglican)."
5455,"Pitt, William, 1759-1806."
5460,Chipman Family.
5463,Great Britain. Army. Nova Scotia District.
5467,Nova Scotia. Commissioner of Public Records
5470,Nova Scotia. Archives.
5473,Nova Scotia. Legislative Council.
5494,America. Massachusetts. Office of the Secretary of State.
5495,America. South Carolina. Department of Archives and History.
5496,Inglis Family.
5526,Great Britain. Church of England. Diocese of London. Bishop.
5527,"Collins, Enos, 1774-1871."
5528,Almon Family.
5529,McGrigor-Miller
5644,America. South Carolina. Treasury
5645,Great Britain. Colonial Office
5663,"Crawford, Benjamin Benedict, 1777-1859"
5664,"Cossit, Ranna, Rev. (1744-1815)"
5665,"MacGregor, James (1759-1830)"
5711,America. North Carolina. Division of Archives and History
5713,United States. Congress
5733,Jamaica. Assembly
5734,Great Britain. Admiralty. Royal Greenwich Hospital
5735,Great Britain. Admiralty. Royal Greenwich Hospital (ADM 65)
5736,Great Britain. Admiralty. Royal Greenwich Hospital (ADM 66)
5752,"Peters, Samuel, Rev., 1735-1826"
5753,America. South Carolina. Court of General Sessions
5754,"Shelburne, William Fitzmaurice Petty, 2nd Earl of, 1737-1805"
5760,"Morristown National Historical Park (Morristown, New Jersey) : Lidgerwood Collection."
